frequency_mhz,distance_m,tx_power_dbm,tx_gain_dbi,rx_gain_dbi,tx_height_m,rx_height_m,obstacle_count,humidity_pct,environment,weather_condition,received_power_dbm,signal_level
3528.23,24.26,45.36,10.62,4.34,49.55,2.09,1.0,21.5,Rural,Clear,-8.74,Excellent
876.9,545.1,19.97,5.1,4.91,43.01,2.27,8.0,22.8,Urban,Clear,-122.88,Poor
1786.4,20.64,44.94,8.43,1.61,27.3,1.92,1.0,47.7,Rural,Clear,-9.77,Excellent
871.76,65.95,37.24,9.37,1.94,39.93,1.61,1.0,66.7,Rural,Clear,-19.3,Excellent
839.76,12.17,43.31,10.52,3.73,15.17,1.67,3.0,55.6,Urban,Clear,-25.29,Excellent
5012.51,206.9,30.96,16.28,1.25,22.89,1.87,2.0,42.7,Rural,Clear,-49.96,Excellent
2573.59,73.68,35.68,2.69,1.69,47.32,1.92,2.0,32.7,Rural,Clear,-41.41,Excellent
841.58,18.33,30.51,9.91,1.43,49.16,2.26,5.0,72.0,Suburban,Clear,-36.15,Excellent
2587.88,68.24,42.06,4.11,2.04,44.42,2.44,2.0,65.4,Indoor,Clear,-92.38,Fair
2083.16,559.46,25.21,16.82,3.86,35.78,1.46,5.0,42.2,Dense Urban,Fog,-131.76,Poor
712.37,60.29,37.63,16.68,0.04,42.47,2.4,5.0,53.4,Urban,Clear,-57.07,Excellent
2109.55,24.33,31.04,4.24,0.13,15.69,1.95,1.0,38.5,Rural,Clear,-31.77,Excellent
852.13,295.39,39.94,3.88,0.02,26.11,,4.0,38.0,Suburban,Clear,-69.49,Excellent
924.65,1078.79,21.06,3.76,3.2,33.88,1.44,7.0,59.1,Dense Urban,Clear,-157.62,Poor
4976.19,1739.91,22.73,3.57,1.83,33.79,2.05,2.0,95.6,Rural,Clear,-86.86,Fair
3478.98,188.01,34.84,4.53,2.36,20.9,2.08,5.0,61.0,Urban,Fog,-104.75,Poor
843.01,830.16,30.14,4.49,2.33,35.25,2.37,2.0,66.7,Indoor,Clear,-144.92,Poor
5009.35,1774.71,20.72,4.62,1.02,21.37,1.62,5.0,49.7,Urban,Rain,-160.42,Poor
2405.04,654.8,46.92,4.38,3.95,40.11,1.9,2.0,50.4,Indoor,Fog,-130.03,Poor
4974.44,264.9,48.15,8.05,0.93,29.15,2.03,10.0,67.1,Dense Urban,Rain,-124.37,Poor
3527.51,14.51,17.31,6.06,3.42,31.62,2.21,13.0,59.7,Dense Urban,Clear,-105.1,Poor
1788.3,60.64,36.96,8.67,3.7,47.77,2.31,4.0,65.8,Suburban,Clear,-48.4,Excellent
2391.54,72.97,42.75,16.3,1.28,49.05,2.16,0.0,31.5,Rural,Clear,-11.56,Excellent
2407.42,116.45,40.02,7.63,3.55,42.23,1.59,5.0,52.6,Suburban,Clear,-63.14,Excellent
3526.71,3684.94,24.37,6.58,1.08,27.39,1.85,0.0,54.8,Rural,Rain,-88.73,Fair
909.76,36.62,46.94,16.63,2.63,28.03,1.89,7.0,66.9,Dense Urban,Clear,-56.55,Excellent
1827.29,289.49,40.04,7.15,3.58,30.65,2.47,6.0,62.3,Urban,Clear,-97.69,Fair
881.26,4734.43,46.74,3.95,0.73,40.75,1.9,9.0,40.9,Urban,Rain,-141.31,Poor
907.13,467.85,41.68,11.9,3.39,39.22,1.25,5.0,77.7,Suburban,Clear,-65.27,Excellent
869.73,36.63,46.77,6.51,0.67,21.13,2.17,3.0,82.2,Suburban,Rain,-31.77,Excellent
700.54,3904.15,21.93,10.32,0.36,28.18,1.71,13.0,43.5,Dense Urban,Storm,-192.7,Poor
5791.73,80.84,22.3,14.29,1.75,37.09,1.87,1.0,35.4,Suburban,Clear,-69.02,Excellent
729.09,13.46,38.28,11.05,1.09,13.0,2.16,0.0,41.2,Rural,Fog,-0.03,Excellent
4978.46,145.96,19.47,14.94,0.75,14.28,2.45,4.0,41.7,Urban,Clear,-106.38,Poor
694.66,44.62,25.21,7.52,1.29,42.97,2.25,9.0,54.8,Dense Urban,Storm,-96.27,Fair
3522.4,1622.14,44.2,4.7,3.81,47.18,1.53,2.0,76.0,Rural,Fog,-62.03,Excellent
1824.03,39.23,42.18,8.31,4.3,17.16,1.48,1.0,53.1,Suburban,Rain,-36.7,Excellent
2428.82,1632.16,37.57,8.59,4.69,46.67,2.47,6.0,79.0,Urban,Clear,-122.34,Poor
923.09,12.52,34.02,13.46,4.76,44.22,1.48,5.0,88.2,Suburban,Clear,-20.42,Excellent
2073.06,3219.35,36.08,12.99,3.14,,1.38,1.0,75.5,Rural,Clear,-64.36,Excellent
2125.79,13.0,31.02,6.95,3.47,15.85,2.36,8.0,74.6,Dense Urban,Rain,-78.8,Good
2395.69,3412.64,42.8,16.87,1.53,29.63,1.78,2.0,72.9,Suburban,Clear,-86.63,Fair
1809.1,15.81,44.88,6.41,4.48,41.48,1.26,3.0,56.3,Suburban,Storm,-29.97,Excellent
2393.66,2265.05,20.1,17.94,1.74,29.65,1.97,8.0,33.2,Urban,Clear,-149.18,Poor
5018.82,1752.83,22.94,2.52,3.67,42.88,1.68,3.0,78.0,Indoor,Fog,-187.75,Poor
2104.56,402.1,24.65,12.78,3.92,15.31,1.77,4.0,72.2,Suburban,Rain,-87.65,Fair
1820.73,12.51,42.49,11.92,4.89,19.89,1.98,1.0,26.9,Rural,Clear,0.26,Excellent
831.63,474.73,36.96,11.36,0.16,39.14,2.49,1.0,51.1,Suburban,Fog,-64.29,Excellent
1781.1,465.1,43.16,14.47,1.26,30.36,1.34,3.0,54.9,Suburban,Clear,-67.15,Excellent
846.42,319.05,36.9,11.45,2.36,26.39,1.51,2.0,47.1,Rural,Clear,-36.25,Excellent
820.29,506.37,38.74,11.76,3.99,43.43,2.29,1.0,74.2,Rural,Clear,-32.78,Excellent
5811.57,4101.03,42.0,16.04,3.63,15.6,1.38,5.0,71.3,Urban,Clear,-134.34,Poor
687.76,4862.33,18.75,4.99,0.38,26.33,2.47,3.0,69.3,Indoor,Rain,-192.74,Poor
2103.44,253.98,41.41,10.5,4.29,46.13,1.63,2.0,51.1,Indoor,Clear,-113.67,Poor
4974.2,17.69,42.79,13.39,2.06,46.41,2.02,10.0,40.1,Dense Urban,Clear,-71.79,Good
5780.24,22.99,25.23,6.93,4.28,24.68,1.45,4.0,80.2,Suburban,Clear,-61.41,Excellent
857.37,879.44,41.65,5.51,4.42,27.07,1.61,6.0,37.0,Urban,Rain,-107.77,Poor
838.34,4469.82,19.64,4.06,4.59,13.05,1.92,2.0,26.3,Rural,Rain,-89.14,Fair
1782.88,150.28,22.34,6.2,3.93,18.56,2.45,2.0,51.4,Suburban,Fog,-78.93,Good
2383.73,18.39,29.79,12.66,3.77,10.71,1.69,13.0,51.9,Dense Urban,Rain,-92.82,Fair
5782.89,89.71,46.77,11.84,2.55,31.34,2.37,3.0,59.7,Suburban,Storm,-62.62,Excellent
907.37,109.43,27.87,4.75,2.78,49.53,1.47,6.0,71.6,Indoor,Fog,-114.85,Poor
830.06,4895.32,32.1,9.86,2.58,15.86,1.25,7.0,73.8,Dense Urban,,-171.16,Poor
891.76,712.96,42.82,5.42,2.58,48.0,2.29,4.0,68.6,Urban,Clear,-96.05,Fair
5011.27,20.8,41.47,16.98,1.05,26.29,2.11,4.0,44.5,Indoor,Clear,-67.97,Excellent
700.82,81.24,41.47,13.59,1.64,12.01,1.35,2.0,56.7,Suburban,Rain,-41.43,Excellent
1805.84,13.52,22.53,4.77,0.89,16.41,1.23,4.0,54.5,Indoor,Clear,-89.83,Fair
835.05,578.88,45.12,6.64,3.59,28.13,2.27,5.0,86.1,Suburban,Rain,-71.83,Good
875.96,654.19,21.51,15.65,2.1,18.19,1.42,4.0,35.6,Suburban,Rain,-88.28,Fair
5794.83,14.29,36.35,10.91,1.22,36.75,1.82,9.0,44.8,Dense Urban,Fog,-78.76,Good
687.22,80.46,43.07,7.7,4.0,19.46,2.31,7.0,92.9,Indoor,Clear,-92.71,Fair
1824.26,2733.59,23.23,11.57,4.48,41.0,1.94,8.0,82.5,Dense Urban,Fog,-165.24,Poor
5809.32,1704.32,43.67,8.23,0.02,18.38,2.37,4.0,55.9,Suburban,Storm,-113.85,Poor
2606.84,354.64,37.35,16.58,4.39,33.49,1.25,3.0,51.4,Indoor,Rain,-122.93,Poor
723.2,203.23,20.97,15.98,0.13,30.9,1.75,8.0,73.6,Dense Urban,Clear,-117.61,Poor
2073.51,4782.75,22.59,4.57,3.55,42.14,1.46,1.0,76.5,Suburban,Clear,-119.01,Poor
5820.26,889.58,46.11,12.84,4.38,34.32,1.72,1.0,55.0,Suburban,Clear,-75.86,Good
2110.67,3725.07,19.27,15.4,1.18,30.6,2.19,8.0,94.0,Urban,Clear,-158.67,Poor
2391.6,15.6,32.03,5.38,4.72,46.22,2.36,6.0,52.3,Indoor,Rain,-78.24,Good
2385.38,37.38,29.1,15.94,3.6,45.25,1.39,7.0,58.8,Dense Urban,Clear,-83.11,Good
2576.29,12.13,27.86,8.71,4.92,45.29,1.65,2.0,85.2,Rural,Rain,-26.23,Excellent
876.46,2200.31,27.5,6.92,1.0,19.47,1.78,7.0,52.3,Urban,Rain,-142.16,Poor
4978.51,747.67,46.46,17.74,0.64,38.74,1.52,7.0,91.3,Urban,Rain,-110.17,Poor
5785.57,30.16,21.74,13.01,3.31,35.61,1.46,1.0,70.7,Rural,Rain,-43.81,Excellent
861.47,4259.04,44.27,6.65,2.57,43.96,2.27,0.0,43.0,Rural,Rain,-52.57,Excellent
5012.61,3798.99,41.68,10.48,4.07,35.28,2.33,1.0,84.8,Suburban,Fog,-96.42,Fair
4979.65,40.38,46.58,12.3,2.15,17.68,1.24,5.0,45.3,Suburban,Clear,-47.91,Excellent
3518.85,557.52,37.0,13.39,0.01,21.49,2.4,1.0,32.2,Suburban,Clear,-77.16,Good
1800.62,635.61,45.12,5.35,2.43,29.39,2.23,9.0,55.6,Urban,Clear,-114.51,Poor
2120.91,10.25,18.08,11.87,3.33,32.14,1.58,5.0,43.0,Urban,Storm,-60.49,Excellent
4975.24,722.76,43.46,15.56,1.56,27.08,2.03,1.0,50.0,Suburban,Clear,-74.53,Good
822.57,39.57,43.98,14.86,2.51,44.47,1.8,2.0,46.0,Indoor,Clear,-61.13,Excellent
5008.22,2707.9,46.74,6.71,3.02,44.09,1.47,4.0,37.9,Urban,Rain,-132.33,Poor
5779.0,1832.76,20.04,17.52,3.59,39.97,1.34,2.0,22.3,Rural,Clear,-77.79,Good
2601.5,2775.62,35.42,2.2,1.18,27.82,1.97,0.0,71.3,Rural,Clear,-72.14,Good
1770.85,1108.19,37.47,14.46,1.34,40.49,1.24,3.0,67.4,Indoor,Clear,-142.25,Poor
2416.8,27.87,20.36,7.07,3.43,44.35,2.24,5.0,67.2,Urban,Clear,-75.06,Good
723.97,94.0,35.03,17.06,1.77,34.24,2.06,13.0,60.5,Dense Urban,Clear,-95.54,Fair
5820.33,819.19,29.55,15.78,3.75,34.23,2.04,6.0,37.7,Indoor,Clear,-162.01,Poor
1827.5,74.58,30.55,16.1,1.34,19.39,1.91,2.0,63.3,Suburban,Clear,-53.46,Excellent
724.19,824.82,42.88,6.03,3.77,24.2,2.0,0.0,43.0,Rural,Storm,-37.82,Excellent
3496.64,80.78,40.06,14.74,0.79,37.41,2.39,6.0,40.5,Urban,Clear,-75.21,Good
2593.9,30.18,36.04,7.32,2.26,46.08,1.93,1.0,16.0,Rural,Clear,-22.49,Excellent
2623.77,250.33,28.94,9.16,0.96,37.5,1.56,2.0,74.9,Suburban,Rain,-82.87,Good
725.62,711.39,46.84,16.47,2.58,23.68,2.14,1.0,39.8,Rural,Rain,-23.19,Excellent
3528.37,248.83,26.9,13.53,3.5,41.46,1.64,3.0,67.3,Indoor,Clear,-127.03,Poor
2616.1,539.98,30.2,12.25,2.64,29.24,,2.0,28.3,Rural,Rain,-59.75,Excellent
3482.12,152.16,28.2,4.06,0.8,24.4,1.77,3.0,40.4,Indoor,Fog,-131.54,Poor
5026.7,1260.94,22.76,10.61,4.61,24.08,1.55,1.0,78.1,Suburban,Clear,-104.22,Poor
926.83,567.86,30.02,3.98,0.02,,1.3,7.0,72.5,Urban,Rain,-122.72,Poor
909.97,355.51,47.13,3.2,3.65,44.23,1.63,0.0,80.2,Rural,Storm,-34.28,Excellent
5821.44,149.64,21.86,17.15,3.61,23.08,1.87,10.0,45.9,Dense Urban,Fog,-129.04,Poor
2403.67,279.2,39.09,11.48,4.48,18.21,1.3,6.0,34.0,Dense Urban,Clear,-109.96,Poor
2126.65,13.73,30.81,2.1,4.31,31.46,2.47,6.0,64.0,Urban,Rain,-61.9,Excellent
875.64,630.17,20.0,9.5,0.75,43.75,1.99,0.0,23.6,Rural,Clear,-54.79,Excellent
2621.84,,25.23,6.59,4.73,14.25,2.2,1.0,42.9,Suburban,Fog,-56.97,Excellent
3473.33,2096.6,22.48,4.46,0.75,29.51,1.3,8.0,39.9,Dense Urban,Clear,-181.29,Poor
690.35,1557.73,30.08,15.11,2.82,10.02,1.73,0.0,85.3,Rural,Rain,-54.0,Excellent
2378.12,266.03,29.63,4.46,0.78,33.69,1.7,12.0,42.0,Dense Urban,Clear,-142.78,Poor
5798.75,1933.67,33.8,4.66,1.9,20.35,2.07,5.0,58.4,Dense Urban,,-168.67,Poor
883.93,646.37,31.91,5.72,3.96,24.89,1.81,7.0,28.9,Indoor,Clear,-147.89,Poor
927.12,24.06,44.01,13.4,4.68,22.85,1.53,9.0,76.2,Urban,Rain,-49.59,Excellent
5003.56,998.44,26.44,5.05,1.6,29.67,2.17,4.0,69.4,Suburban,Rain,-118.3,Poor
723.86,4871.38,47.5,7.14,2.18,37.22,2.1,1.0,46.7,Rural,Clear,-50.37,Excellent
1786.68,12.9,45.54,16.44,4.01,13.99,1.73,6.0,75.2,Indoor,Clear,-52.22,Excellent
2071.56,45.82,44.48,11.04,2.98,36.17,2.34,5.0,83.3,Urban,Fog,-57.43,Excellent
3516.54,410.47,20.11,4.77,4.49,21.14,1.38,4.0,46.2,Suburban,Rain,-104.66,Poor
862.14,132.01,43.96,15.76,1.64,40.0,1.87,3.0,77.5,Indoor,Fog,-84.84,Good
2102.73,525.71,43.04,10.19,0.94,14.27,2.3,12.0,54.8,Dense Urban,Storm,-143.7,Poor
868.92,382.55,35.65,15.35,2.74,41.86,2.12,2.0,28.0,Rural,Fog,-34.55,Excellent
3520.41,1338.94,28.17,3.26,2.33,37.64,1.88,6.0,62.5,Urban,Rain,-145.88,Poor
2605.27,15.54,44.3,4.59,4.41,13.92,1.32,5.0,44.6,Dense Urban,Clear,-56.49,Excellent
2127.96,154.6,37.59,3.47,0.44,45.5,1.25,1.0,29.3,Suburban,Clear,-64.37,Excellent
1813.18,2095.36,45.25,9.7,0.23,13.01,2.07,2.0,59.5,Suburban,Rain,-91.9,Fair
860.61,95.3,36.41,8.2,0.87,15.48,1.77,7.0,62.9,Indoor,Clear,-109.36,Poor
5791.69,228.93,41.56,8.66,3.36,17.5,1.74,7.0,94.7,Dense Urban,Clear,-117.74,Poor
2570.14,11.44,46.96,7.86,1.63,17.64,1.71,2.0,52.3,Indoor,Rain,-54.47,Excellent
1784.46,40.28,41.75,8.79,0.49,46.63,1.43,5.0,30.3,Suburban,Clear,-43.8,Excellent
2115.84,178.4,22.53,8.1,4.43,26.38,1.93,6.0,46.0,Indoor,Rain,-139.94,Poor
3512.59,119.34,46.79,4.55,3.81,16.45,1.69,7.0,76.1,Urban,Rain,-89.8,Fair
3489.86,848.85,42.81,11.11,4.42,31.92,1.3,8.0,93.1,Urban,Fog,-115.27,Poor
2107.53,448.17,29.27,15.91,0.56,39.73,2.41,4.0,72.7,Suburban,Clear,-79.48,Good
1781.72,2376.05,17.9,17.91,1.58,49.14,1.85,2.0,63.7,Rural,Clear,-70.49,Good
2585.82,2027.68,47.41,3.88,3.13,33.93,1.52,8.0,46.5,Urban,Rain,-133.18,Poor
2626.84,44.78,36.45,8.58,0.39,14.74,2.12,6.0,44.9,Indoor,Clear,-104.15,Poor
2394.79,11.16,30.93,5.86,4.96,15.05,2.3,4.0,65.2,Suburban,Clear,-38.84,Excellent
684.7,2023.91,37.73,11.07,4.96,47.04,1.59,2.0,59.4,Indoor,Clear,-139.67,Poor
2099.23,77.32,21.64,7.77,2.59,40.64,2.41,0.0,23.9,Rural,Clear,-42.8,Excellent
2593.22,86.46,42.65,16.04,4.97,15.91,1.97,2.0,30.1,Suburban,Rain,-42.89,Excellent
5813.77,26.76,22.48,16.96,4.68,41.68,1.54,3.0,50.2,Suburban,Clear,-51.14,Excellent
2427.73,742.0,21.34,7.2,3.05,13.9,2.11,2.0,56.2,Suburban,Clear,-103.34,Poor
1805.5,57.02,36.19,7.7,0.42,24.98,2.01,3.0,42.6,Urban,Rain,-70.6,Good
2405.47,29.99,37.51,10.56,0.63,10.84,2.4,10.0,62.0,Dense Urban,Clear,-91.14,Fair
841.89,228.37,18.77,12.17,1.49,49.0,2.35,5.0,60.3,Urban,Clear,-96.29,Fair
703.88,1060.11,37.47,14.04,4.12,23.6,1.98,1.0,62.9,Rural,Clear,-40.04,Excellent
2589.16,53.41,22.2,3.6,2.7,14.99,2.02,0.0,72.6,Rural,Rain,-53.04,Excellent
5770.07,888.71,45.33,2.82,4.15,42.46,1.48,7.0,33.1,Urban,Clear,-122.68,Poor
5021.97,176.55,28.03,12.85,3.56,26.69,2.17,5.0,57.5,Dense Urban,Clear,-117.74,Poor
2395.77,122.96,29.38,9.66,4.07,34.82,2.27,1.0,59.2,Rural,Fog,-41.38,Excellent
699.53,93.4,34.87,12.76,1.33,44.48,2.49,1.0,69.0,Rural,Fog,-20.3,Excellent
5775.01,24.71,22.0,6.83,3.5,20.43,1.49,2.0,54.8,Indoor,Clear,-99.65,Fair
2120.23,79.03,20.13,4.75,0.39,31.53,1.92,7.0,38.1,Urban,Rain,-104.54,Poor
880.22,2360.88,44.91,3.78,3.45,16.64,2.46,3.0,53.8,Urban,Clear,-117.19,Poor
4994.64,18.87,36.16,14.58,2.44,44.04,2.14,2.0,54.5,Rural,Clear,-19.09,Excellent
3520.42,3858.54,21.23,8.45,1.68,22.82,1.63,3.0,56.4,Suburban,,-127.22,Poor
3497.47,19.5,38.52,3.33,3.48,29.48,1.26,7.0,83.9,Dense Urban,Clear,-75.69,Good
925.87,94.87,48.76,5.95,0.03,38.96,2.47,6.0,43.5,Urban,Storm,-73.25,Good
5782.56,432.91,40.76,15.78,3.86,46.15,2.03,4.0,60.2,Urban,Rain,-97.97,Fair
2112.91,1825.19,31.56,9.7,2.68,23.92,2.27,8.0,18.0,Dense Urban,Fog,-157.85,Poor
2428.68,24.41,36.63,15.65,2.15,13.4,1.3,13.0,38.3,Dense Urban,Clear,-86.21,Fair
3502.98,24.03,47.9,17.13,2.65,30.95,1.95,2.0,44.7,Suburban,Fog,-21.65,Excellent
2611.53,496.56,20.25,3.07,1.36,10.53,2.4,7.0,47.9,Indoor,Clear,-173.7,Poor
843.59,61.68,43.34,17.09,3.09,25.7,2.02,8.0,75.6,Urban,Rain,-55.59,Excellent
1815.08,548.9,45.39,7.94,1.14,26.33,1.69,2.0,75.3,Rural,Clear,-43.67,Excellent
1824.53,1639.57,30.99,13.17,4.64,28.64,1.59,8.0,15.5,Urban,Fog,-131.67,Poor
5812.18,16.12,46.09,8.45,3.9,26.33,1.33,5.0,50.6,Suburban,Clear,-39.45,Excellent
3526.16,1902.24,20.03,11.83,4.42,39.52,1.2,5.0,75.0,Dense Urban,Clear,-164.68,Poor
1805.32,12.63,29.84,12.72,3.58,19.48,1.65,3.0,60.0,Indoor,Clear,-64.79,Excellent
3504.63,2666.27,25.34,4.13,0.4,30.77,1.94,5.0,52.3,Suburban,Clear,-130.11,Poor
3488.28,4296.99,19.74,8.9,2.61,23.0,2.37,12.0,45.7,Dense Urban,Clear,-201.12,Poor
1812.58,633.06,38.3,5.31,3.52,34.85,2.48,5.0,10.0,Urban,Clear,-110.64,Poor
2122.92,4533.94,37.94,3.91,3.09,26.88,1.33,2.0,55.3,Indoor,Clear,-178.25,Poor
5008.78,1653.98,31.33,11.47,3.42,18.25,1.57,0.0,20.7,Rural,Rain,-70.12,Good
2383.98,13.17,44.48,12.88,2.68,33.75,1.24,7.0,50.6,Dense Urban,Clear,-50.45,Excellent
852.65,10.24,24.06,6.12,3.17,19.91,1.65,3.0,80.5,Indoor,Clear,-65.5,Excellent
3515.36,11.38,43.51,2.12,2.8,25.86,2.05,3.0,67.2,Urban,Clear,-44.4,Excellent
2426.36,165.84,35.22,17.53,0.39,26.63,1.74,5.0,36.8,Suburban,Rain,-67.59,Excellent
2379.4,481.38,45.68,9.6,2.93,45.94,2.26,9.0,57.3,Urban,Clear,-101.84,Poor
3477.65,199.29,23.44,12.43,2.33,39.57,1.29,2.0,81.0,Rural,Storm,-62.39,Excellent
5794.78,672.29,45.41,3.2,2.52,35.17,2.03,3.0,49.6,Urban,Storm,-118.55,Poor
1777.54,163.48,19.45,11.92,0.37,14.5,2.5,3.0,63.7,Suburban,Clear,-80.35,Good
2128.83,13.03,43.68,14.2,4.52,22.36,1.44,0.0,63.3,Rural,Clear,1.3,Excellent
845.46,40.78,42.19,2.76,4.19,11.99,2.45,5.0,57.8,Indoor,Clear,-85.83,Fair
2602.02,4775.99,20.21,10.38,0.25,31.56,2.2,5.0,48.1,Urban,Clear,-160.72,Poor
2083.63,85.8,19.33,4.27,4.5,14.71,1.62,2.0,98.0,Indoor,Clear,-123.18,Poor
1796.95,75.25,20.6,4.35,4.22,11.16,1.75,5.0,85.9,Suburban,Clear,-79.86,Good
2629.08,25.85,19.91,11.84,3.88,24.27,1.34,2.0,57.4,Suburban,Clear,-52.58,Excellent
2099.32,4616.06,22.93,11.91,4.65,39.76,2.09,6.0,48.7,Indoor,Clear,-195.58,Poor
2070.53,41.88,46.07,10.86,3.3,27.03,1.93,8.0,64.5,Urban,Storm,-67.59,Excellent
2084.55,556.88,22.67,10.16,0.61,13.46,1.44,2.0,94.8,Suburban,Clear,-93.42,Fair
928.71,12.99,44.54,9.52,0.8,31.6,1.88,9.0,61.9,Dense Urban,Clear,-52.59,Excellent
879.34,15.11,17.91,9.7,0.36,27.98,2.44,0.0,76.6,Rural,,-23.35,Excellent
4982.63,859.99,39.54,7.35,2.1,48.44,2.46,5.0,38.7,Dense Urban,Clear,-137.85,Poor
706.92,517.96,28.52,6.12,0.82,15.49,2.23,0.0,65.2,Rural,Clear,-51.95,Excellent
1774.61,685.07,38.79,6.25,0.17,37.31,1.39,0.0,86.8,Rural,Clear,-48.16,Excellent
2604.65,42.01,45.18,16.53,2.58,38.82,1.67,6.0,75.9,Indoor,Clear,-81.43,Good
827.56,4551.83,22.21,6.27,1.54,43.94,1.99,5.0,81.6,Suburban,Rain,-124.16,Poor
2619.12,321.39,19.36,7.99,0.99,43.86,1.43,7.0,51.5,Indoor,Rain,-161.52,Poor
3526.37,4137.91,22.84,10.07,3.51,26.17,2.34,7.0,45.4,Urban,Fog,-161.56,Poor
2580.38,27.74,43.93,13.88,2.87,39.9,2.1,0.0,76.0,Rural,Storm,-10.14,Excellent
1797.76,123.98,35.5,14.43,2.76,25.67,1.56,4.0,41.4,Urban,Clear,-74.95,Good
676.12,80.54,45.84,13.55,1.77,45.79,2.34,0.0,85.4,Rural,Clear,-4.75,Excellent
4990.35,1091.25,45.53,6.85,3.78,38.2,2.1,1.0,75.7,Rural,Fog,-53.92,Excellent
1773.91,1041.53,18.27,4.61,0.76,11.69,2.27,4.0,94.1,Suburban,Clear,-117.19,Poor
4985.87,205.67,18.43,15.07,2.22,17.54,2.03,7.0,45.9,Urban,Fog,-120.54,Poor
879.41,11.06,20.19,15.99,1.94,46.17,2.45,6.0,36.3,Urban,Storm,-50.33,Excellent
822.68,29.71,23.17,16.61,3.98,32.53,2.32,2.0,69.2,Suburban,Clear,-33.31,Excellent
3521.54,13.67,28.85,15.73,0.93,41.08,2.43,4.0,60.7,Suburban,Fog,-41.13,Excellent
5774.65,1932.27,20.12,7.78,4.94,44.04,2.4,5.0,36.4,Suburban,Clear,-123.01,Poor
5001.74,60.55,45.03,4.46,0.79,11.91,2.01,5.0,71.4,Suburban,Clear,-63.9,Excellent
3497.13,20.81,31.96,12.73,2.2,14.37,2.31,8.0,90.5,Dense Urban,Rain,-83.02,Good
925.89,90.34,42.85,12.39,3.03,47.5,1.68,2.0,91.1,Rural,Fog,-13.61,Excellent
5781.94,16.17,47.65,5.97,2.11,34.35,1.33,2.0,53.7,Rural,Clear,-19.05,Excellent
2580.78,4384.36,17.46,11.92,4.38,38.78,1.83,6.0,30.2,Urban,Clear,-157.48,Poor
864.92,70.83,30.48,17.97,3.22,25.79,1.37,3.0,42.6,Urban,Rain,-61.24,Excellent
863.54,3298.52,43.89,4.7,3.41,19.68,1.47,5.0,36.6,Suburban,Clear,-97.05,Fair
5011.95,696.09,45.79,8.06,4.41,14.0,1.96,3.0,39.8,Suburban,Rain,-88.36,Fair
871.57,337.21,42.19,8.26,0.65,18.56,1.53,3.0,59.9,Indoor,Clear,-118.08,Poor
3485.6,192.02,22.77,5.42,2.24,14.11,1.22,4.0,38.7,Suburban,,-94.85,Fair
870.39,716.5,24.11,14.61,2.01,47.1,1.58,7.0,21.7,Urban,Clear,-108.9,Poor
906.05,711.6,41.18,13.32,3.75,44.85,1.93,7.0,36.1,Dense Urban,Clear,-115.3,Poor
906.13,10.68,38.05,5.47,4.21,40.19,1.84,6.0,84.7,Urban,Fog,-41.01,Excellent
887.75,2818.91,23.48,15.72,2.25,10.88,1.61,3.0,69.9,Suburban,Clear,-105.06,Poor
2585.61,98.43,29.61,8.81,0.59,30.86,2.13,8.0,34.2,Dense Urban,Rain,-114.3,Poor
5826.79,89.84,45.67,10.81,3.81,19.59,1.54,3.0,65.8,Suburban,Clear,-54.71,Excellent
5813.67,125.13,23.09,12.96,3.92,13.02,2.13,1.0,55.3,Rural,Clear,-57.11,Excellent
3477.61,707.23,25.49,15.99,1.38,10.84,1.46,1.0,49.7,Rural,Clear,-64.83,Excellent
926.26,103.48,46.52,5.63,0.86,38.67,1.29,2.0,49.1,Indoor,Fog,-87.86,Fair
5804.94,102.08,41.59,11.48,0.71,25.16,1.67,10.0,82.2,Dense Urban,Clear,-114.84,Poor
2390.0,14.84,22.35,12.75,0.51,33.55,2.32,2.0,37.3,Indoor,Clear,-74.89,Good
2393.83,133.2,21.28,16.18,1.45,40.98,2.16,3.0,59.0,Suburban,Clear,-70.05,Good
3513.52,25.32,43.17,14.36,3.58,27.93,2.12,2.0,45.8,Suburban,Clear,-26.58,Excellent
3492.58,2038.03,21.26,16.63,1.43,15.17,1.3,5.0,30.0,Urban,Rain,-146.17,Poor
5804.72,79.95,43.18,3.2,4.19,47.73,1.43,6.0,75.7,Indoor,Clear,-107.06,Poor
2412.63,3920.6,31.91,8.81,1.67,35.87,2.05,7.0,80.6,Indoor,Clear,-193.55,Poor
2581.72,703.92,24.49,6.9,3.53,17.96,2.09,3.0,56.9,Suburban,Storm,-102.29,Poor
3526.65,1098.58,28.27,9.95,1.06,37.31,1.73,3.0,73.1,Indoor,Rain,-169.75,Poor
891.37,3613.7,41.8,14.97,0.57,27.13,2.39,5.0,45.2,Suburban,Rain,-93.59,Fair
1795.16,44.14,41.59,9.88,1.21,41.7,2.46,2.0,70.1,Rural,Clear,-20.8,Excellent
2611.91,339.7,16.13,2.56,3.13,38.8,1.4,1.0,54.5,Rural,Clear,-72.71,Good
,12.88,45.75,12.73,3.32,20.44,1.49,8.0,40.5,Urban,Clear,-31.69,Excellent
1796.41,18.7,24.2,2.16,3.1,39.62,,1.0,52.6,Rural,Clear,-31.67,Excellent
3508.98,97.59,36.62,3.56,2.11,32.02,2.25,8.0,55.0,Urban,Clear,-96.15,Fair
